0,-4.6241369652251269E-49
1,-9.8281105330328876E-36
2,-9.8281105330328876E-36
3,-1.4854309355509591E-19
4,-3.4913913041038855E-05
5,-3.4913913041038855E-05
6,-3.4913913041038855E-05
7,-0.29628564740418512
8,-0.29628564740418512
9,-0.990171180078909
10,-0.990171180078909
11,-0.990171180078909
